GeoName|GeoId|CDP02_53_EST|CDP02_53_ESTMOE|CDP02_53_PCT|CDP02_53_PCTMOE|CDP02_54_EST|CDP02_54_ESTMOE|CDP02_54_PCT|CDP02_54_PCTMOE|CDP02_57_EST|CDP02_57_ESTMOE|CDP02_57_PCT|CDP02_57_PCTMOE|CDP02_59_EST|CDP02_59_ESTMOE|CDP02_59_PCT|CDP02_59_PCTMOE|CDP02_61_EST|CDP02_61_ESTMOE|CDP02_61_PCT|CDP02_61_PCTMOE|CDP02_63_EST|CDP02_63_ESTMOE|CDP02_63_PCT|CDP02_63_PCTMOE
Wellsville Central School District, NY|3630480|1120|191|-888888888|-888888888|1030|152|92|10|0|19|-888888888|3.5|95|120|8.5|10|0|19|-888888888|3.5|0|19|-888888888|3.5
West Babylon Union Free School District, NY|3630540|3720|518|-888888888|-888888888|3100|500|83.3|6.3|340|174|9.1|4.6|80|66|2.2|1.8|200|154|5.4|4.1|0|25|-888888888|1.1
West Canada Valley Central School District, NY|3630600|855|209|-888888888|-888888888|695|177|81.3|19|4|12|0.5|1.7|155|182|18.1|19.3|0|13|-888888888|4.6|0|13|-888888888|4.6
West Genesee Central School District, NY|3630630|4785|387|-888888888|-888888888|4395|423|91.8|3.7|30|28|0.6|0.6|300|167|6.3|3.5|4|13|0.1|0.3|60|70|1.3|1.5
West Hempstead Union Free School District, NY|3630660|3505|592|-888888888|-888888888|2565|425|73.2|8.4|695|375|19.8|8.7|125|81|3.6|2.4|35|42|1|1.2|85|61|2.4|1.8
West Irondequoit Central School District, NY|3615390|4160|400|-888888888|-888888888|3885|400|93.4|3.5|175|125|4.2|3|10|15|0.2|0.3|80|84|1.9|2|10|21|0.2|0.5
West Islip Union Free School District, NY|3630690|4085|510|-888888888|-888888888|3765|493|92.2|4.1|130|103|3.2|2.5|160|145|3.9|3.5|30|42|0.7|1.1|0|25|-888888888|1
West Seneca Central School District, NY|3630780|7395|760|-888888888|-888888888|6880|683|93|2.8|350|197|4.7|2.5|105|75|1.4|1|15|17|0.2|0.2|45|47|0.6|0.7
Westbury Union Free School District, NY|3630960|5045|848|-888888888|-888888888|1940|463|38.5|9.8|2655|876|52.6|11.6|325|180|6.4|3.6|10|15|0.2|0.3|110|156|2.2|3.1
Westhampton Beach Union Free School District, NY|3631020|1155|333|-888888888|-888888888|1015|322|87.9|7.2|105|79|9.1|6.7|30|28|2.6|2.6|0|19|-888888888|3.4|0|19|-888888888|3.4
Westhill Central School District, NY|3607320|1880|362|-888888888|-888888888|1845|353|98.1|2.9|0|21|-888888888|2.1|40|55|2.1|2.9|0|21|-888888888|2.1|0|21|-888888888|2.1
Westmoreland Central School District, NY|3631050|980|319|-888888888|-888888888|980|319|100|4|0|19|-888888888|4|0|19|-888888888|4|0|19|-888888888|4|0|19|-888888888|4
Wheatland-Chili Central School District, NY|3631170|545|142|-888888888|-888888888|540|142|99.1|2.9|10|10|1.8|2|0|19|-888888888|7.1|0|19|-888888888|7.1|0|19|-888888888|7.1
White Plains City School District, NY|3631260|8135|644|-888888888|-888888888|4490|613|55.2|6.1|2490|421|30.6|4.8|1000|407|12.3|4.8|95|51|1.2|0.6|60|52|0.7|0.6
Whitehall Central School District, NY|3631290|965|363|-888888888|-888888888|590|172|61.1|39.4|0|13|-888888888|4.1|375|473|38.9|39.4|0|13|-888888888|4.1|0|13|-888888888|4.1
Whitesboro Central School District, NY|3631320|3460|364|-888888888|-888888888|3200|347|92.5|4.5|50|35|1.4|1|110|99|3.2|2.8|105|126|3|3.6|0|25|-888888888|1.1
Whitesville Central School District, NY|3631350|155|58|-888888888|-888888888|155|58|100|22.5|0|13|-888888888|22.5|0|13|-888888888|22.5|0|13|-888888888|22.5|0|13|-888888888|22.5
Whitney Point Central School District, NY|3631380|1665|291|-888888888|-888888888|1635|294|98.2|2.2|0|19|-888888888|2.4|25|35|1.5|2.2|0|19|-888888888|2.4|0|19|-888888888|2.4
William Floyd Union Free School District, NY|3618690|8620|1166|-888888888|-888888888|6700|1145|77.7|6.2|1345|468|15.6|5.4|230|200|2.7|2.3|25|47|0.3|0.5|325|296|3.8|3.5
Williamson Central School District, NY|3631440|1145|242|-888888888|-888888888|1120|253|97.8|3.2|20|30|1.7|2.9|4|10|0.3|0.8|0|19|-888888888|3.4|0|19|-888888888|3.4
Williamsville Central School District, NY|3631470|11555|1011|-888888888|-888888888|10160|1039|87.9|2.6|190|124|1.6|1.1|690|234|6|2|430|149|3.7|1.3|85|78|0.7|0.7
Willsboro Central School District, NY|3631500|355|118|-888888888|-888888888|300|122|84.5|15.3|0|13|-888888888|10.6|50|56|14.1|16|0|13|-888888888|10.6|0|13|-888888888|10.6
Wilson Central School District, NY|3631560|1365|259|-888888888|-888888888|1340|262|98.2|1.6|15|15|1.1|1.1|10|16|0.7|1.2|0|19|-888888888|2.9|0|19|-888888888|2.9
Windham-Ashland-Jewett Central School District, NY|3631590|350|94|-888888888|-888888888|290|83|82.9|12.6|0|13|-888888888|10.8|60|50|17.1|12.6|0|13|-888888888|10.8|0|13|-888888888|10.8
Windsor Central School District, NY|3602730|1605|321|-888888888|-888888888|1550|325|96.6|4.3|0|21|-888888888|2.5|4|9|0.2|0.7|50|67|3.1|4.3|0|21|-888888888|2.5
Worcester Central School District, NY|3631740|205|94|-888888888|-888888888|205|94|100|17.6|0|13|-888888888|17.6|0|13|-888888888|17.6|0|13|-888888888|17.6|0|13|-888888888|17.6
Wyandanch Union Free School District, NY|3631800|2675|601|-888888888|-888888888|1800|566|67.3|9.9|735|248|27.5|8.9|90|117|3.4|4.5|0|21|-888888888|1.5|50|80|1.9|3
Wyoming Central School District, NY|3631860|155|77|-888888888|-888888888|155|77|100|22.5|0|13|-888888888|22.5|0|13|-888888888|22.5|0|13|-888888888|22.5|0|13|-888888888|22.5
Yonkers City School District, NY|3631920|32655|1540|-888888888|-888888888|17905|1473|54.8|4|11510|1330|35.2|3.6|1220|421|3.7|1.3|460|174|1.4|0.5|1560|507|4.8|1.5
York Central School District, NY|3631950|885|172|-888888888|-888888888|875|170|98.9|1.9|10|17|1.1|1.9|0|19|-888888888|4.4|0|19|-888888888|4.4|0|19|-888888888|4.4
Yorkshire-Pioneer Central School District, NY|3608970|2845|318|-888888888|-888888888|2760|308|97|1.6|40|33|1.4|1.1|10|17|0.4|0.6|30|33|1.1|1.1|0|21|-888888888|1.4
Yorktown Central School District, NY|3631980|3165|514|-888888888|-888888888|2705|437|85.5|8.1|230|265|7.3|7.7|85|73|2.7|2.3|90|83|2.8|2.6|50|60|1.6|2
Alamance-Burlington Schools, NC|3700030|29380|324|-888888888|-888888888|23350|549|79.5|1.6|5580|420|19|1.4|160|102|0.5|0.3|165|105|0.6|0.4|120|148|0.4|0.5
Alexander County Schools, NC|3700090|5865|155|-888888888|-888888888|5415|301|92.3|4.1|395|227|6.7|3.9|60|68|1|1.2|0|29|-888888888|0.7|0|29|-888888888|0.7
Alleghany County Schools, NC|3700120|1380|51|-888888888|-888888888|1170|64|84.8|3.4|195|45|14.1|3.2|10|18|0.7|1.5|0|21|-888888888|3|0|21|-888888888|3
Anson County Schools, NC|3700180|3470|105|-888888888|-888888888|3185|167|91.8|3.3|245|104|7.1|3.1|0|25|-888888888|1.2|40|58|1.2|1.7|0|25|-888888888|1.2
Ashe County Schools, NC|3700210|3590|137|-888888888|-888888888|3275|171|91.2|2.5|310|85|8.6|2.4|0|25|-888888888|1.2|4|6|0.1|0.2|0|25|-888888888|1.2
Asheboro City Schools, NC|3700240|5940|652|-888888888|-888888888|3705|661|62.4|7.2|2120|429|35.7|7.1|65|105|1.1|1.8|20|32|0.3|0.5|25|36|0.4|0.6
Asheville City Schools, NC|3700270|4990|673|-888888888|-888888888|4730|680|94.8|3.5|200|166|4|3.3|45|46|0.9|0.9|15|23|0.3|0.5|0|29|-888888888|0.8
Avery County Schools, NC|3700300|1895|86|-888888888|-888888888|1775|116|93.7|3.9|95|66|5|3.5|20|30|1.1|1.6|0|21|-888888888|2.2|0|21|-888888888|2.2
Beaufort County Schools, NC|3700330|6930|129|-888888888|-888888888|6105|194|88.1|2.8|825|200|11.9|2.8|4|5|0.1|0.1|0|29|-888888888|0.6|0|29|-888888888|0.6
Bertie County Schools, NC|3700360|2470|86|-888888888|-888888888|2435|86|98.6|0.8|10|17|0.4|0.7|0|21|-888888888|1.7|25|15|1|0.6|0|21|-888888888|1.7
Bladen County Schools, NC|3700390|4755|108|-888888888|-888888888|4005|215|84.2|3.7|750|177|15.8|3.7|0|25|-888888888|0.9|0|25|-888888888|0.9|0|25|-888888888|0.9
Brunswick County Schools, NC|3700420|15555|131|-888888888|-888888888|14830|281|95.3|1.6|640|246|4.1|1.6|55|36|0.4|0.2|4|5|0|0.1|25|39|0.2|0.3
Buncombe County Schools, NC|3700450|33110|792|-888888888|-888888888|28780|924|86.9|1.8|3680|533|11.1|1.6|500|257|1.5|0.8|150|110|0.5|0.3|0|32|-888888888|0.1
Burke County Schools, NC|3700480|12420|271|-888888888|-888888888|10545|449|84.9|2.7|1505|318|12.1|2.6|40|48|0.3|0.4|255|98|2.1|0.8|80|84|0.6|0.7
Cabarrus County Schools, NC|3700530|40935|792|-888888888|-888888888|33790|1095|82.5|2.3|4900|877|12|2.1|1190|336|2.9|0.8|630|211|1.5|0.5|420|267|1|0.7
Caldwell County Schools, NC|3700580|12725|203|-888888888|-888888888|11575|270|91|2.1|1050|269|8.3|2.1|85|76|0.7|0.6|0|32|-888888888|0.3|15|25|0.1|0.2
Camden County Schools, NC|3700600|2030|179|-888888888|-888888888|2030|179|100|2.1|0|21|-888888888|2.1|0|21|-888888888|2.1|0|21|-888888888|2.1|0|21|-888888888|2.1
Camp Lejeune Schools, NC|3700013|2530|460|-888888888|-888888888|2410|451|95.3|3.9|120|99|4.7|3.9|0|29|-888888888|1.7|0|29|-888888888|1.7|0|29|-888888888|1.7
Carteret County Schools, NC|3700630|9470|125|-888888888|-888888888|9035|231|95.4|1.9|405|178|4.3|1.9|10|19|0.1|0.2|15|20|0.2|0.2|4|3|0|0.1
Caswell County Schools, NC|3700660|3375|118|-888888888|-888888888|3025|173|89.6|4.5|205|93|6.1|2.8|145|123|4.3|3.6|0|25|-888888888|1.2|0|25|-888888888|1.2
Catawba County Schools, NC|3700690|18125|723|-888888888|-888888888|15185|778|83.8|2.4|1935|337|10.7|1.8|345|210|1.9|1.2|660|248|3.6|1.4|0|32|-888888888|0.2
Chapel Hill-Carrboro Schools, NC|3700720|13190|553|-888888888|-888888888|10265|622|77.8|3.2|1070|302|8.1|2.2|655|261|5|2|1075|225|8.2|1.8|125|86|0.9|0.7
Charlotte-Mecklenburg Schools, NC|3702970|192375|715|-888888888|-888888888|145535|1388|75.7|0.7|33545|1066|17.4|0.5|6000|638|3.1|0.3|4775|562|2.5|0.3|2520|675|1.3|0.4
Chatham County Schools, NC|3700750|12155|267|-888888888|-888888888|9195|307|75.6|2.3|2640|260|21.7|1.9|100|99|0.8|0.8|155|115|1.3|0.9|65|57|0.5|0.5
Cherokee County Schools, NC|3700780|3760|153|-888888888|-888888888|3670|148|97.6|2.8|85|109|2.3|2.9|4|11|0.1|0.4|0|25|-888888888|1.1|0|25|-888888888|1.1
Clay County Schools, NC|3700870|1545|174|-888888888|-888888888|1455|153|94.2|5.7|60|89|3.9|5.5|0|21|-888888888|2.7|30|33|1.9|2.2|0|21|-888888888|2.7
Cleveland County Schools, NC|3700900|17060|216|-888888888|-888888888|16215|309|95|1.6|790|269|4.6|1.6|20|18|0.1|0.1|35|62|0.2|0.4|0|32|-888888888|0.2
Clinton City Schools, NC|3700930|2710|367|-888888888|-888888888|1945|255|71.8|8|735|289|27.1|8.2|25|23|0.9|0.9|10|10|0.4|0.5|0|21|-888888888|1.6
Columbus County Schools, NC|3700960|5940|415|-888888888|-888888888|5195|409|87.5|3.8|740|234|12.5|3.8|10|12|0.2|0.2|4|6|0.1|0.1|0|29|-888888888|0.7
Craven County Schools, NC|3703310|16230|192|-888888888|-888888888|14885|383|91.7|2.3|850|299|5.2|1.8|45|64|0.3|0.4|435|160|2.7|1|15|20|0.1|0.1
Cumberland County Schools, NC|3700011|59175|476|-888888888|-888888888|53075|702|89.7|0.9|4565|474|7.7|0.8|470|213|0.8|0.4|550|161|0.9|0.3|515|286|0.9|0.5
Currituck County Schools, NC|3701080|5000|131|-888888888|-888888888|4670|177|93.4|2.6|245|131|4.9|2.6|25|40|0.5|0.8|60|56|1.2|1.1|0|25|-888888888|0.8
Dare County Schools, NC|3701110|5280|244|-888888888|-888888888|4630|212|87.7|4.4|645|251|12.2|4.4|4|4|0.1|0.1|4|7|0.1|0.1|0|29|-888888888|0.8
Davidson County Schools, NC|3701140|22590|723|-888888888|-888888888|20705|848|91.7|2.3|1630|489|7.2|2.2|70|58|0.3|0.3|170|186|0.8|0.8|10|15|0|0.1
Davie County Schools, NC|3701170|7235|129|-888888888|-888888888|6505|261|89.9|3.1|610|183|8.4|2.5|75|80|1|1.1|0|29|-888888888|0.6|50|67|0.7|0.9
Duplin County Schools, NC|3701200|9095|176|-888888888|-888888888|5780|190|63.6|1.4|3255|128|35.8|1.5|40|47|0.4|0.5|10|19|0.1|0.2|15|20|0.2|0.2
Durham Public Schools, NC|3701260|48015|503|-888888888|-888888888|36160|648|75.3|1|10900|492|22.7|1|410|207|0.9|0.4|440|159|0.9|0.3|100|91|0.2|0.2
Eastern Cherokee Reservation, NC|3737099|1300|206|-888888888|-888888888|1025|181|78.8|9.4|50|69|3.8|5.2|25|39|1.9|3|35|43|2.7|3.2|160|86|12.3|6.4
Edenton-Chowan Schools, NC|3700840|2250|267|-888888888|-888888888|2105|244|93.6|4.4|145|103|6.4|4.4|0|21|-888888888|1.9|0|21|-888888888|1.9|0|21|-888888888|1.9
Edgecombe County Schools, NC|3701320|6850|459|-888888888|-888888888|5900|476|86.1|2.2|950|137|13.9|2.2|0|29|-888888888|0.6|0|29|-888888888|0.6|0|29|-888888888|0.6
Elkin City Schools, NC|3701380|1005|178|-888888888|-888888888|675|161|67.2|15.1|295|179|29.4|15.9|0|19|-888888888|4.1|0|19|-888888888|4.1|35|54|3.5|5.2
Forsyth County Schools, NC|3701500|68180|452|-888888888|-888888888|52285|1054|76.7|1.4|13890|746|20.4|1.1|645|259|0.9|0.4|860|219|1.3|0.3|500|427|0.7|0.6
Fort Bragg Schools, NC|3700014|2100|326|-888888888|-888888888|1925|314|91.7|3.6|165|75|7.9|3.5|0|25|-888888888|2|4|7|0.2|0.4|0|25|-888888888|2
Franklin County Schools, NC|3701530|11665|133|-888888888|-888888888|10445|325|89.5|2.6|910|249|7.8|2.1|200|197|1.7|1.7|45|49|0.4|0.4|65|76|0.6|0.7
Gaston County Schools, NC|3701620|39840|288|-888888888|-888888888|35720|507|89.7|1.2|3440|444|8.6|1.1|250|120|0.6|0.3|385|180|1|0.5|50|48|0.1|0.1
Gates County Schools, NC|3701680|1755|106|-888888888|-888888888|1720|127|98|2.8|35|48|2|2.8|0|21|-888888888|2.4|0|21|-888888888|2.4|0|21|-888888888|2.4
Graham County Schools, NC|3701770|1345|96|-888888888|-888888888|1265|82|94.1|3.9|80|56|5.9|3.9|0|19|-888888888|3.1|0|19|-888888888|3.1|0|19|-888888888|3.1
Granville County Schools, NC|3701800|10045|232|-888888888|-888888888|9020|391|89.8|3.1|935|294|9.3|2.9|30|47|0.3|0.5|0|32|-888888888|0.4|55|65|0.5|0.7
Greene County Schools, NC|3701830|3130|134|-888888888|-888888888|2250|142|71.9|2.1|880|55|28.1|2.1|0|25|-888888888|1.3|0|25|-888888888|1.3|0|25|-888888888|1.3
Guilford County Schools, NC|3701920|92445|592|-888888888|-888888888|76370|1203|82.6|1.2|9160|802|9.9|0.9|2645|689|2.9|0.7|2540|420|2.7|0.5|1730|418|1.9|0.5
Halifax County Schools, NC|3701950|3980|429|-888888888|-888888888|3895|435|97.9|1.6|45|35|1.1|0.9|30|49|0.8|1.3|0|25|-888888888|1.1|10|14|0.3|0.3
Harnett County Schools, NC|3702010|25770|189|-888888888|-888888888|22305|417|86.6|1.5|3290|375|12.8|1.4|40|29|0.2|0.1|95|99|0.4|0.4|40|51|0.2|0.2
Haywood County Schools, NC|3702040|8600|164|-888888888|-888888888|8170|233|95|2.3|355|169|4.1|2|10|14|0.1|0.2|65|75|0.8|0.9|0|32|-888888888|0.5
Henderson County Schools, NC|3702100|17110|209|-888888888|-888888888|14370|427|84|2.4|2490|407|14.6|2.4|95|80|0.6|0.5|145|92|0.8|0.5|10|17|0.1|0.1
Hertford County Schools, NC|3702160|3035|69|-888888888|-888888888|2880|96|94.9|2.5|125|73|4.1|2.4|0|25|-888888888|1.4|25|18|0.8|0.6|4|5|0.1|0.2
Hickory City Schools, NC|3702190|5440|611|-888888888|-888888888|4595|597|84.5|3.9|730|190|13.4|3.5|4|8|0.1|0.1|105|90|1.9|1.7|0|29|-888888888|0.8
Hoke County Schools, NC|3702250|10235|127|-888888888|-888888888|9365|259|91.5|2.4|765|216|7.5|2.1|40|50|0.4|0.5|65|75|0.6|0.7|0|32|-888888888|0.4
Iredell-Statesville Schools, NC|3702310|26715|862|-888888888|-888888888|22620|958|84.7|1.9|3130|418|11.7|1.6|330|171|1.2|0.6|520|173|1.9|0.7|120|144|0.4|0.5
Jackson County Schools, NC|3702340|4925|195|-888888888|-888888888|4140|200|84.1|4.6|675|233|13.7|4.5|110|106|2.2|2.1|0|29|-888888888|0.9|0|29|-888888888|0.9
Johnston County Schools, NC|3702370|42915|382|-888888888|-888888888|34360|742|80.1|1.6|8045|616|18.7|1.4|175|175|0.4|0.4|60|59|0.1|0.1|270|199|0.6|0.5
Jones County Schools, NC|3702400|1360|46|-888888888|-888888888|1215|63|89.3|3.4|140|45|10.3|3.4|0|19|-888888888|3.1|0|19|-888888888|3.1|0|19|-888888888|3.1
Kannapolis City Schools, NC|3702430|5525|857|-888888888|-888888888|4500|829|81.4|5.4|1025|309|18.6|5.4|0|29|-888888888|0.8|0|29|-888888888|0.8|0|29|-888888888|0.8
Lee County Schools, NC|3702560|11470|154|-888888888|-888888888|8480|278|73.9|2.3|2860|270|24.9|2.3|30|59|0.3|0.5|85|46|0.7|0.4|20|28|0.2|0.3
Lenoir County Schools, NC|3702610|9785|176|-888888888|-888888888|8620|297|88.1|2.5|1130|248|11.5|2.5|0|32|-888888888|0.4|35|36|0.4|0.4|0|32|-888888888|0.4
Lexington City Schools, NC|3702640|3675|531|-888888888|-888888888|2920|562|79.5|7.3|665|240|18.1|6.8|0|25|-888888888|1.1|90|94|2.4|2.6|0|25|-888888888|1.1
Lincoln County Schools, NC|3702680|14250|151|-888888888|-888888888|12840|376|90.1|2.2|1175|265|8.2|1.9|150|120|1.1|0.8|55|66|0.4|0.5|30|59|0.2|0.4
Macon County Schools, NC|3702760|5210|151|-888888888|-888888888|4425|170|84.9|2.2|785|120|15.1|2.2|0|29|-888888888|0.8|0|29|-888888888|0.8|0|29|-888888888|0.8
Madison County Schools, NC|3702820|2890|100|-888888888|-888888888|2885|102|99.8|0.7|4|19|0.1|0.7|0|25|-888888888|1.5|4|6|0.1|0.2|0|25|-888888888|1.5
Martin County Schools, NC|3702880|3630|188|-888888888|-888888888|3280|182|90.4|2.3|340|79|9.4|2.1|0|25|-888888888|1.2|10|17|0.3|0.5|0|25|-888888888|1.2
McDowell County Schools, NC|3702940|6890|193|-888888888|-888888888|5765|168|83.7|2.9|955|210|13.9|2.8|35|38|0.5|0.6|130|10|1.9|0.2|4|5|0.1|0.1
Mitchell County Schools, NC|3703000|2080|98|-888888888|-888888888|1900|122|91.3|3.6|170|74|8.2|3.5|4|10|0.2|0.7|0|21|-888888888|2|4|11|0.2|0.6
Montgomery County Schools, NC|3703060|4270|72|-888888888|-888888888|3020|321|70.7|7.2|1205|300|28.2|7.1|4|11|0.1|0.3|40|53|0.9|1.2|0|25|-888888888|1
Moore County Schools, NC|3703090|16405|241|-888888888|-888888888|14865|427|90.6|2|1220|263|7.4|1.6|50|44|0.3|0.3|245|180|1.5|1.1|25|27|0.2|0.2
Mooresville City Schools, NC|3703120|6625|832|-888888888|-888888888|6405|836|96.7|2|150|113|2.3|1.7|45|46|0.7|0.7|30|49|0.5|0.8|0|29|-888888888|0.6
Mount Airy City Schools, NC|3703210|1580|300|-888888888|-888888888|1395|269|88.3|6.6|130|98|8.2|5.6|0|21|-888888888|2.7|60|54|3.8|3.6|0|21|-888888888|2.7
Nash-Rocky Mount Schools, NC|3703270|18090|502|-888888888|-888888888|16185|633|89.5|1.8|1690|281|9.3|1.6|75|74|0.4|0.4|70|65|0.4|0.4|70|87|0.4|0.5
New Hanover County Schools, NC|3703330|32035|336|-888888888|-888888888|28805|474|89.9|1.3|2435|292|7.6|0.9|465|223|1.5|0.7|185|147|0.6|0.5|145|135|0.5|0.4
Newton-Conover City Schools, NC|3703360|3735|440|-888888888|-888888888|2500|399|66.9|8|1020|325|27.3|7.8|15|24|0.4|0.7|200|127|5.4|3.3|0|21|-888888888|1.1
Northampton County Schools, NC|3703420|2330|85|-888888888|-888888888|2220|79|95.3|2.9|50|50|2.1|2.1|15|22|0.6|0.9|0|21|-888888888|1.8|45|47|1.9|2
Onslow County Schools, NC|3703450|31130|583|-888888888|-888888888|29400|701|94.4|1.6|1520|505|4.9|1.6|145|122|0.5|0.4|40|46|0.1|0.1|20|33|0.1|0.1
Orange County Schools, NC|3703480|9350|530|-888888888|-888888888|7350|593|78.6|4.4|1755|370|18.8|4|75|57|0.8|0.6|90|105|1|1.1|80|138|0.9|1.5
Pamlico County Schools, NC|3703510|1540|103|-888888888|-888888888|1460|118|94.8|4.1|65|61|4.2|4|10|19|0.6|1.4|0|21|-888888888|2.7|0|21|-888888888|2.7
Pasquotank County Schools, NC|3703540|6545|211|-888888888|-888888888|6165|296|94.2|4.1|185|210|2.8|3.2|4|8|0.1|0.1|185|205|2.8|3.1|10|14|0.2|0.2
Pender County Schools, NC|3703570|10900|263|-888888888|-888888888|9715|381|89.1|2.4|1165|254|10.7|2.4|4|10|0|0.1|15|23|0.1|0.2|0|32|-888888888|0.4
Perquimans County Schools, NC|3703600|1960|214|-888888888|-888888888|1870|228|95.4|5.4|25|72|1.3|3.9|0|21|-888888888|2.1|0|21|-888888888|2.1|60|88|3.1|4.3
Person County Schools, NC|3703630|6400|253|-888888888|-888888888|6050|307|94.5|2.6|290|168|4.5|2.6|4|6|0.1|0.1|0|29|-888888888|0.7|60|88|0.9|1.4
Pitt County Schools, NC|3700012|27630|260|-888888888|-888888888|24945|451|90.3|1.5|2275|369|8.2|1.3|145|121|0.5|0.4|110|94|0.4|0.3|155|115|0.6|0.4
Polk County Schools, NC|3703720|2435|123|-888888888|-888888888|2185|107|89.7|4.7|195|89|8|3.4|55|81|2.3|3.3|0|21|-888888888|1.7|0|21|-888888888|1.7
Randolph County Schools, NC|3703780|19300|697|-888888888|-888888888|16615|656|86.1|2.6|2500|508|13|2.5|65|74|0.3|0.4|125|68|0.6|0.4|0|32|-888888888|0.2
Richmond County Schools, NC|3703870|7640|153|-888888888|-888888888|7020|262|91.9|2.9|590|220|7.7|2.9|0|29|-888888888|0.6|35|47|0.5|0.6|0|29|-888888888|0.6
Roanoke Rapids City Schools, NC|3703900|2750|363|-888888888|-888888888|2455|329|89.3|5.9|210|179|7.6|6.2|25|41|0.9|1.5|60|71|2.2|2.6|0|21|-888888888|1.5
Robeson County Schools, NC|3703930|22480|189|-888888888|-888888888|19080|313|84.9|1.3|3195|321|14.2|1.4|80|56|0.4|0.2|25|28|0.1|0.1|90|72|0.4|0.3
Rockingham County Schools, NC|3703990|14445|259|-888888888|-888888888|13410|361|92.8|1.9|1035|275|7.2|1.9|0|32|-888888888|0.3|0|32|-888888888|0.3|4|2|0|0.1
Rowan-Salisbury Schools, NC|3704050|23260|443|-888888888|-888888888|20120|576|86.5|1.7|2860|381|12.3|1.6|145|95|0.6|0.4|100|125|0.4|0.5|40|60|0.2|0.3
Rutherford County Schools, NC|3704080|10370|179|-888888888|-888888888|9690|268|93.4|1.9|575|174|5.5|1.7|50|61|0.5|0.6|50|54|0.5|0.5|4|5|0|0.1
Sampson County Schools, NC|3704140|8180|366|-888888888|-888888888|5475|398|66.9|5.2|2520|386|30.8|4.1|0|29|-888888888|0.5|15|49|0.2|0.6|170|202|2.1|2.5
Scotland County Schools, NC|3704200|5760|164|-888888888|-888888888|5505|101|95.6|2.5|205|126|3.6|2.1|4|9|0.1|0.2|0|29|-888888888|0.7|50|73|0.9|1.3
Stanly County Schools, NC|3704320|10450|131|-888888888|-888888888|9440|229|90.3|2|725|234|6.9|2.2|125|96|1.2|0.9|85|84|0.8|0.8|70|95|0.7|0.9
Stokes County Schools, NC|3704380|6770|160|-888888888|-888888888|6480|226|95.7|2.3|275|152|4.1|2.2|15|21|0.2|0.3|0|29|-888888888|0.6|0|29|-888888888|0.6
Surry County Schools, NC|3704410|9170|415|-888888888|-888888888|7595|389|82.8|3|1575|295|17.2|3|0|32|-888888888|0.5|0|32|-888888888|0.5|0|32|-888888888|0.5
Swain County Schools, NC|3704440|1905|204|-888888888|-888888888|1780|222|93.4|6.1|125|117|6.6|6.1|0|21|-888888888|2.2|0|21|-888888888|2.2|0|21|-888888888|2.2
Thomasville City Schools, NC|3704500|2295|677|-888888888|-888888888|1755|650|76.5|13.9|540|331|23.5|13.9|0|21|-888888888|1.8|0|21|-888888888|1.8|0|21|-888888888|1.8
Transylvania County Schools, NC|3704530|3955|166|-888888888|-888888888|3825|140|96.7|2.4|130|99|3.3|2.4|0|29|-888888888|1.1|0|29|-888888888|1.1|0|29|-888888888|1.1
Tyrrell County Schools, NC|3704590|400|124|-888888888|-888888888|310|128|77.5|18.3|90|79|22.5|18.3|0|14|-888888888|10.1|0|14|-888888888|10.1|0|14|-888888888|10.1
Union County Public Schools, NC|3704620|51745|305|-888888888|-888888888|42040|761|81.2|1.5|6595|685|12.7|1.3|2125|568|4.1|1.1|840|184|1.6|0.4|145|90|0.3|0.2
Vance County Schools, NC|3704650|7810|220|-888888888|-888888888|7045|319|90.2|2.6|745|199|9.5|2.6|15|27|0.2|0.3|0|29|-888888888|0.5|0|29|-888888888|0.5
Wake County Schools, NC|3704720|205120|665|-888888888|-888888888|166430|1911|81.1|0.9|21325|1264|10.4|0.6|6755|836|3.3|0.4|7535|807|3.7|0.4|3075|682|1.5|0.3
Warren County Schools, NC|3704740|2860|118|-888888888|-888888888|2730|174|95.5|3.2|105|87|3.7|3.1|0|21|-888888888|1.5|20|16|0.7|0.6|4|6|0.1|0.3
Washington County Schools, NC|3704800|2065|212|-888888888|-888888888|2055|214|99.5|0.9|4|15|0.2|0.8|0|21|-888888888|2|0|21|-888888888|2|0|21|-888888888|2
Watauga County Schools, NC|3704830|5135|136|-888888888|-888888888|4820|222|93.9|3.3|225|153|4.4|3|30|40|0.6|0.8|30|31|0.6|0.6|30|45|0.6|0.9
Wayne County Public Schools, NC|3704880|20890|219|-888888888|-888888888|16460|362|78.8|1.7|4085|309|19.6|1.4|175|110|0.8|0.5|100|93|0.5|0.4|75|133|0.4|0.6
Weldon City Schools, NC|3704890|1255|310|-888888888|-888888888|1255|310|100|3.3|0|19|-888888888|3.3|0|19|-888888888|3.3|0|19|-888888888|3.3|0|19|-888888888|3.3
Whiteville City Schools, NC|3704920|2345|394|-888888888|-888888888|2290|386|97.7|3.7|55|86|2.3|3.7|0|21|-888888888|1.8|0|21|-888888888|1.8|0|21|-888888888|1.8
Wilkes County Schools, NC|3704950|10225|173|-888888888|-888888888|8920|468|87.2|4.9|990|330|9.7|3.2|310|296|3|2.9|0|32|-888888888|0.4|0|32|-888888888|0.4
